actor_entropy,actor_loss,actor_target_entropy,alpha_loss,alpha_value,batch_reward,critic_loss,duration,episode,episode_reward,step
2.0232806633374016,-3.896106445717668,-3.0,0.28094651214106525,0.05592874770371208,-0.04687829704039746,0.4093699198779282,102.52249264717102,14.0,-53.56795366795418,55944
2.018336558818817,-3.942655406475067,-3.0,0.26824265462160113,0.0534521510010489,-0.04429776238107884,0.42781606279649176,102.44025874137878,15.0,-47.44098360655821,59940
2.001189410567045,-3.9484486742344553,-3.0,0.25551694777900563,0.05109147516446647,-0.042738968685448346,0.4461997530727952,102.41431045532227,16.0,-37.169372693727226,63936
1.995922595500946,-3.918101749420166,-3.0,0.24398935985565184,0.04883614608772343,-0.043165971197792,0.4408546965587903,102.56899428367615,17.0,-33.233333333333505,67932
1.9822749310361598,-3.9241410004113146,-3.0,0.2325975874024546,0.046685752605689114,-0.0435461981037447,0.4216469619814698,102.90449690818787,18.0,-32.10338983050905,71928
1.9791525976657867,-3.867979556083679,-3.0,0.22220763751864434,0.04462699009248713,-0.0415344761611821,0.4258145462885663,103.01476430892944,19.0,-32.59230769230805,75924
1.9491119215149202,-3.7809397863720604,-3.0,0.211150194695574,0.04266394938115181,-0.04157877074101487,0.4258646583678695,102.75343728065491,20.0,-20.18985507246389,79920
1.9254522261619569,-3.65628431558609,-3.0,0.2009172686636448,0.040792528582048765,-0.03944128692836255,0.42823329891215217,103.1107268333435,21.0,-21.328571428571546,83916
1.913931893920134,-3.549847309479494,-3.0,0.1916522272901688,0.03900097870880408,-0.03879844963744477,0.43145720549561717,102.95471167564392,22.0,-26.32140468227424,87912
1.9118153653144836,-3.409741154193878,-3.0,0.18314947614073754,0.03728882847405521,-0.03928077611717973,0.42706235407201854,103.15978932380676,23.0,-33.039534883720954,91908
1.8796024752523235,-3.318339803653633,-3.0,0.1739561688565539,0.03565010397621531,-0.036366983289803353,0.44640667171956777,103.22151756286621,24.0,-14.994339622641311,95904
1.8625791957378388,-3.2340440669059753,-3.0,0.16574751144647598,0.03408765461303015,-0.03582214200692074,0.43809062300867085,103.01876401901245,25.0,-3.014186851210893,99900
1.7971399953226765,-3.170512547712766,-3.0,0.1563771508320539,0.0325971253832486,-0.034210153112376296,0.44997507297211103,102.81982445716858,26.0,-12.943478260869435,103896
1.7858749129772187,-3.0606758189201355,-3.0,0.14920967218279838,0.031177038255398647,-0.034628755218154554,0.4633680246061868,102.83114862442017,27.0,-0.5622516556294352,107892
1.5819340176238326,-2.949934454384691,-3.0,0.13671340161788917,0.029833868005414023,-0.031129405756403616,0.5075175605893314,103.11287832260132,28.0,8.013669064748477,111888
1.5233220531940461,-2.825155330657959,-3.0,0.1292365641593933,0.028568429441146452,-0.03081188398647356,0.517587185704016,102.80787682533264,29.0,18.873946360152175,115884
1.499222910953667,-2.6959772659447006,-3.0,0.12305060357512357,0.027346361250590246,-0.031950509800268964,0.5136685838943368,102.72081112861633,30.0,-41.92898550724685,119880
1.3839758819341659,-2.5344274215698244,-3.0,0.11477659785747528,0.026179312197222297,-0.03250428610057146,0.5230279051595264,102.94004821777344,31.0,21.963799283153143,123876
1.2970454901874902,-2.367242955970382,-3.0,0.10772582252541621,0.025065919519593045,-0.03144250262539845,0.5366969011067688,102.33385109901428,32.0,-56.12895622895676,127872
1.2130426391363145,-2.1995943751335143,-3.0,0.1011447795033455,0.02400496087297921,-0.03338965033558575,0.5423262828627268,102.37015199661255,33.0,-77.1727272727271,131868
1.0829866673640594,-2.077368013605565,-3.0,0.09389259382515011,0.022992845511565264,-0.03247386449062311,0.5815691041486996,102.46962022781372,34.0,-69.99966777408673,135864
0.94831982588768,-1.9683858306407929,-3.0,0.08700460237264633,0.022034614276246672,-0.03428431378082709,0.6171959302312618,102.44959330558777,35.0,-37.59470404984463,139860
0.8539968607629946,-1.8147309772476166,-3.0,0.08139205853900833,0.02111435457468605,-0.032968594337458364,0.6704318610889776,102.34150981903076,36.0,-82.83515358361727,143856
0.7845408288538456,-1.7473193366527557,-3.0,0.07658677799999714,0.020235681595839772,-0.03752024802150908,0.6698255863588851,102.53457069396973,37.0,-60.98949416342494,147852
0.5286523967249719,-1.6560088625412905,-3.0,0.06847391927051162,0.01940302020879736,-0.03747518685412359,0.7038474439590184,102.73193573951721,38.0,-82.35614035087674,151848
